Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
10,10,10,10,Si,10.0,10,"CIO' CHE MI SPINGE A DARE IL MASSIMO DEL PUNTEGGIO È DECISAMENTE LA STRAORDINARIA GENTILEZZA E DISPONIBILITA', UNITE AD ALTISSIMA  COMPETENZA E PROFESSIONALITA', DEL VENDITORE ***, DA CUI ABBIAMO AVUTO LA FORTUNA DI ESSERE SEGUITI. AVENDO OVV"
3,3,4,2,Si,5.0,3,Ascoltare le esigenze del cliente in termini di disponibilità data ritiro e rispettare i termini pattuiti.
9,10,10,10,Non necessario,,10,Per ora siete perfetti aspetto qualche anno per i commenti
10,10,10,10,Si,10.0,10,Grazie
10,10,10,10,Non necessario,,10,"MOLTO SODDISFATT, IN PARTICOLARE FACCIO I MIEI COMPLIMENTI ALVOSTRO VENDITORE ***, CHE SI E' COMPORTATO IN MODO IMPECCABILE."
10,10,10,10,Si,10.0,10,"Considerando l'ottimo livello del servizio ricevuto e l'ottimo supporto e informazione in ogni momento della formalizzazione dell'acquisto, ritengo di non aggiungere suggerimenti. Ringrazio invece sentitamente le persone con cui ho avuto contatto."
1,6,1,6,No,,4,"Migliorare preparazione tecnica venditori Maggiore trasparenza  quando si effettua il preventivo In sostanza, quando un cliente entra in una concessionaria da piena fiducia al venditore, ecco, questa fiducia è stata completamente tradita più e più volte."
10,10,10,10,Si,10.0,10,*** brava disponibile e accogliente Mad paziente Mi sono trovato bene Consiglio
9,9,9,9,Si,9.0,9,vista l'ottima esperienza mi risulta alquanto difficile indicare dove migliorare ...
8,10,7,8,Si,9.0,8,nessun omaggio mi e' stato prosepttato.
10,10,9,10,Si,10.0,9,"Per clienti che sono spesso all’estero con il veicolo, informerei tempestivamente sul vincolo di non varcare i confini italiani durante il periodo di garanzia soddisfatti o rimborsati. Questo per questioni organizzative personali, poiché l’acquirente de"
10,10,10,10,Non necessario,,10,tutto molto bene
9,9,9,9,,,9,"BYD Dolphin Surf è molto informatizzata e necessita di un po’ di tempo per avere padronanza dei pulsanti ed icone. Un conducente pur con padronanza di un auto di 4 anni fa, ma non più giovanissimo necessiterebbe di una consegna più personalizzata."
10,10,10,10,Si,10.0,10,Il personale della concessionaria di Olginate è molto accogliente e mette a proprio agio il cliente.
9,9,9,9,Si,9.0,9,"Questa è la mia seconda esperienza di acquisto presso autotorino di curno e questa volta devo proprio complimentarmi per l’assistenza ricevuta, *** è un venditore preparato, gentile e pronto a spiegare ogni cosa. *** e *** molto precisi e prepar"
10,10,10,10,Si,10.0,10,Tutto perfetto
9,9,9,9,Si,9.0,9,"Con la Vettura è stato acquistato il Pacchetto ""Manutenzione Prepagata 8 Anni - 96 Mesi"" in fase di acquisto non ho ricevuto i Dettagli Tecnici del Contratto Acquistato, solo inviando una Mail al Servizio Clienti di KIA mi sono stati chiariti i miei dubbi"
10,10,10,10,Non necessario,,10,"Sono molto soddisfatto del mio acquisto, e la seconda auto che compro nella sede di Valmadrera. Tutti molto gentile e professionali .Un ringraziamento speciale a *** e a ***. GRAZIE."
10,10,10,10,Si,10.0,10,Un po’ di carburante in più al momento della consegna….
10,10,10,10,Si,10.0,10,Che dire… tutto a livello premium! Impeccabili! L’omaggio della azienda agricola La Fiorida? GRADITISSIMO!
10,9,10,10,Non necessario,,10,"Buongiorno, Sia mio marito che io, siamo rimasti pienamente soddisfatti di tutto il personale che nelle varie fasi ci ha assistito. Un elogio particolare ad ***,molto gentile, professionale e disponibile. Grazie a tutti. Buon lavoro."
8,9,8,9,Si,9.0,9,Purtroppo ho avuto un problema con le tempistiche di consegna della mia auto e ho dovuto noleggiarne una a spese mie e ridurre il periodo di vacanza proprio perchè senza auto nuova.......avrei gradito uno sconto o un rimborso di questa spesa che non è dip
1,9,1,5,Non necessario,,1,"Il venditore *** in fase di trattativa alla presenza di testimoni, sapeva che avevo l’auto da permutare (bmw venduta da lui) immatricolata ***. Dato che eravamo sotto data per il bollo, aveva concordato a parole che non lo avrei pagato,"
9,9,10,10,Non necessario,,10,"Gli omaggi erano finiti , mi verrà  consegnati successivamente"
10,10,10,10,Si,10.0,10,Personale molto cortese e attento all'esigenze del cliente.
9,10,9,10,Non necessario,,10,"Venditore ***: molto preparato, simpatico, professionale, pronto a rispondere ad ogni nostra domanda/dubbio Consegna ***: molto preparata, simpatica, professionale, ha spiegato l'auto e tutte le sue funzioni nei minimi dettagli, rispondendo ad ogni"
1,1,1,1,,,1,L’automezzo non è ancora stato consegnato
10,9,9,9,Non necessario,,9,"Continuate ad investire sulla formazione delle vostre persone che sono il vero fattore differenziante, soprattutto nelle fasce più alte"
10,10,10,10,Non necessario,,10,Tutto OK Gentilissimi e professionali.
10,10,10,10,Si,10.0,10,"Tutto lo staff si è dimostrato estremamente disponibile e cordiale, andando ben oltre le aspettative. Purtroppo, l’atteggiamento di *** è stato l’unica nota stonata: il suo modo di porsi con il cliente è risultato poco cortese. Per il resto, un team d"
9,9,9,9,Si,9.0,9,immagino che il questionario dovesse arrivare DOPO la consegna della vettura. Appena ricevuta la vettura compilerò il questionario.
10,10,10,10,Si,10.0,10,Molto soddisfatto della professionalità disponibilità e cortesia di tutti gli addetti della Concessionaria. Un ringraziamento speciale a *** per la sua cortesia.
5,10,10,1,Si,10.0,3,Sto rispondendo ad un questionario per una macchina che ancora non mi è stata consegnata per non si sa quale problema visto che noi abbiamo fatto tutto quello che dovevamo fare nelle tempistiche adeguate e corrette. L'omaggio non so come sia perché non av
10,10,10,10,Non necessario,,10,"L'omaggio non l' ho ritirato perché era terminato, mi avviseranno non appena verrà rifornito. *** fantastica, molto gentile e ogni volta ha risposto puntualmente e risolto ogni piccolo dubbio e, visto il ritardo nella consegna dell' auto, si è prodigata"
10,10,10,10,Si,10.0,10,tutto perfetto!!!
10,10,10,10,Si,10.0,10,Menzione per la disponibilità per ***
10,10,10,10,Non necessario,,10,nessuno
9,9,10,8,Non necessario,,9,"Non ho ricevuto l omaggio dell azienda agricola la florida. Perché non mi è  stato proposto? Al ritiro, l auto aveva un graffio sulla porta,  mostrato da me durante la consegna. Mi è stato proposto di riportarla per riparare il danno. Abito lontano da Sa"
9,9,9,9,Si,9.0,9,"tutto lo staff che mi ha seguito è stato professionale e gentile, mi ha seguito passo passo e risposto alle 1000 domande che ho fatto."
10,10,10,10,Si,10.0,10,"Personale molto cortese, disponibile e professionale, si viene accolti con gentilezza e simpatia al di là di un acquisto o meno. Grazie a *** ed a ***, oltre a tutto il resto del personale che non ho ancora avuto il piacere d"
5,8,10,3,Si,9.0,7,Per quanto riguarda il venditore *** è veramente brava e capace. Abbiamo avuto problemi con la consegna dell'auto nuova: auto non pulita bene e accessori ancora nel cellophane dietro nel baule. Mancata spiegazione sul versamento del bollo auto
10,10,10,10,Non necessario,,10,Sempre Soddisfatto:)
9,9,9,7,Si,9.0,9,Sono un cliente Autotorino da tanti anni e normalmente mi appoggio a Castellanza. Per la consegna della BYD ho pensato che a Busto Arsizio avrei avuto delle spiegazioni in più ma chi mi ha illustrato la macchina non la conosceva. Capisco sia un modello “
10,10,10,10,Non necessario,,10,"Desidero esprimere una particolare menzione all’addetto vendite, Sig. *** e alla Sig.ra dell’ufficio consegna vettura per la loro grande professionalità e collaborazione nel fornire il massimo contributo propositivo per giungere ad una positiva"
10,10,10,10,Non necessario,,10,esprimiamo la massima soddisfazione per la professionalità e per il supporto ricevuto dal vs consulente ***
10,10,10,10,Non necessario,,10,Molto seri e professionali
10,10,10,10,Non necessario,,10,"Spettabile Autotorino S.p.A., ho molto apprezzato la cortesia, la disponibilità e la professionalità del Consulente di Vendita, *** e del Consulente Consegne, *** e Vi esprimo quindi la mia piena soddisfazione, quale Vostro nuov"
10,10,10,10,Si,10.0,10,"Servizio impeccabile, sempre esaustivi e di grandissima disponibilità. La consulenza offerta è stata di livello davvero alto. Grazie ancora al nostro consulente *** per la sua estrema precisione e disponibilità a seguirci durante tutto il perio"
10,10,10,10,Si,10.0,10,Continuate a mantenere la cortesia e la professionalità che ho apprezzato sin da subito! Grazie!
10,10,10,10,Non necessario,,10,Servizio molto soddisfacente ho avuto un ottima esperienza nella consegna della vettura
5,10,5,5,Si,10.0,5,Consulenza post vendita non pervenuta Dopo una settimana di richieste di contatto telefonico non ho ancora avuto risposta
10,10,10,10,Si,10.0,10,Sono rimasto molto soddisfatto per l'accoglienza e la professionalità di tutto il personale con cui sono venuto in contatto (faccio presente che ho passato molte concessionare di varie marche e ho avuto anche esperienze negative). Il sig. *** si è di
10,10,10,10,Non necessario,,10,Niente da suggerire tutto perfetto
10,10,10,10,Non necessario,,10,"Una nota di merito al consulente *** che si è dimostrato molto professionale,  attento alle mie esigenze e sempre disponibile ad ogni mia richiesta di chiarimenti. Cordiali saluti"
10,10,10,10,Non necessario,,10,"Tutti i ragazzi/e sono stati molto premurosi, gentili e pazienti. Sono molto preparati Complimenti"
9,10,10,9,No,,8,"Cortesia, competenza e disponibilità del personale eccellente. Mi ha deluso Autotorino che non ha previsto nessun omaggio inerente all'auto acquistata. Inoltre ritengo che il venditore debba essere giustamente anche riconosciuta la qualità del suo operato"
9,9,8,9,Non necessario,,9,Se l’omaggio è il portachiavi non l’ho particolarmente gradito perché troppo “pesante” (quindi non lo userò)
9,9,9,8,No,,8,Voto 10 se è tutto perfetto. 1 mese per consegnare auto già targata da 1 anno. Sconto applicato non è adeguato per auto km zero già immatricolata. Consegnata lavata male e con paraurti posteriore segnato.  Nessuno se ne è accorto in un mese? Ho dovuto ri
9,9,9,2,,,5,Un po' piu' di gentilezza da parte di chi consegna la macchina
9,9,9,9,Si,9.0,9,SUGGERISCO DI CONSEGNARE UN CONTENITORE PER I DOCUMENTI E PER LE ISTRUZIONI
10,10,10,10,Non necessario,,10,Non ho ricevuto nessun omaggio
10,9,9,10,Non necessario,,5,Auto non all' altezza del prezzo. Sembra una Stellantis
10,10,10,10,No,,10,Tutti molto bravi e gentili
10,10,10,10,Si,10.0,10,"Personale veramente gentile, affidabile e di serietà professionale!!!"
4,4,4,7,Si,9.0,5,"Buongiorno purtroppo mi sono trovato molto male, il venditore non da notizie corrette, soddisfatto o rimborsato non funziona, ho acquistato un auto nuova mi è stata consegnata una vettura a km0, alla consegna l'auto si trovava nel salone esposizione, è la"
10,10,10,10,Non necessario,,10,Non potevo trovarmi meglio!!! Il venditore con cui ho stipulato il contratto *** è veramente una persona competente nel suo settore... Come l'amministrazione *** anche lei una persona molto competente...Sono stato soddisfatto da tutto il perso
10,10,10,10,Non necessario,,10,Tutto perfetto
8,9,9,4,No,,9,"Per venire incontro a persone lavorative non su turni, sarebbe bello per questa categoria di persone che gli uffici di consegna veicolo e immatricolazione dessero delle possibilità di incontri anche in giorni non lavorativi come il sabato (almeno quello,)"
10,9,10,10,Si,10.0,10,Gradito un tempo di attesa minore per la gestione dell'usato.
10,10,10,10,Si,10.0,10,"E'stata la prima volta che ho acquistato una macchina presso il Gruppo Autotorino nella sede di Legnano , e devo dire che da subito mi sono trovato a mio agio con seri professionisti ma soprattutto persone che ti ascoltano e poi di conseguenza ti consigli"
9,9,10,10,Si,9.0,9,Un grazie  speciale  ad *** e ***  di autotorino  di legnago (vr)
1,1,1,1,No,,1,non prenderò mai più la macchina da voi
10,10,10,10,Si,10.0,10,Tutti gentilissimi e molto disponibili
9,7,9,9,No,,9,"sono stata tenuta troppo a lungo in attesa al telefono. avrei gradito che la receptionist, non trovando la persona richiesta, ogni tanto riprendesse la comunicazione dicendomi di pazientare o di lasciare i mei estremi che mi avrebbe fatto richiamare. star"
9,9,9,9,Si,9.0,9,non so.
10,10,10,6,Non necessario,,10,"Avendo ordinato un’auto definita in pronta consegna mi sarei aspettato tempi di consegna inferiori… ho firmato il contratto per l’auto il 23 agosto, ad oggi non ho l’auto. Riconosco al sig *** grande professionalità e supporto."
10,10,10,10,Si,10.0,10,Complimenti per serietà e professionalità
9,9,10,8,Si,10.0,9,"Più attenzione nella documentazione del veicolo (carta di circolazione, assicurazione) anche se capisco che con la mole di lavoro che c'è in filiale qualche disattenzione può capitare. Ma nel complesso sono molto soddisfatto di aver acquistato la macchina"
10,10,10,10,Si,10.0,10,"*** veramente è stato gentilissimo ,paziente super disponibile nel fare più preventivi e nel gestire tutto. Veramente a lui da 10 e lode."
10,9,10,10,Non necessario,,10,"Un sentito ringraziamento al Signor *** che ci ha seguito con cortesia e accuratezza nella fase di acquisto. Ringraziamo anche le Signore ***, *** e ***, che ci hanno seguito nelle parte burocratica e di consegn"
9,9,9,9,Si,9.0,8,Non mi è stato dato nessun omaggio e in più ho dovuto raboccare la vaschetta del lavavetri perché mi segnalava che era a basso livello...
10,10,10,10,Si,10.0,10,Grazie...
10,10,10,10,Si,10.0,10,Ottimo servizio e personale all’altezza del proprio lavoro
10,10,10,10,Si,10.0,10,Fare il check vettura  usata contestualmente alla vendita ed acquisto nuovo. Si evitano fraintendimenti. Saluti
10,10,10,10,No,,10,"Ho potuto acquistare 3 auto aziendali da 2 strutture Autotorino diverse, in entrambe ho conosciuto i responsabili delle varie aree che si sono dimostrati molto molto bene, complimenti anche per l'età del personale, quasi tutte le persone conosciute sono d"
10,10,9,9,Non necessario,,9,"Consegnate le auto con un pochino in più di 10 km di autonomia e tutto da ""molto buono"" diverrà ""perfetto"" ;-)"
10,10,10,2,Si,10.0,10,"Ci tengo a precisare che *** è stato ineccepibile sia nella vendita che nel colmare le difficoltà e le imprecisioni dei colleghi che mi hanno consegnato l’automobile. Se non fosse stato per lui ad oggi, alcune funzionalità della macchina non sa"
10,10,10,10,Non necessario,,10,Sono completamente soddisfatto avevo già acquistato lo scorso anno una i20 e sono tornato perchè mi sono trovato bene grazie
9,9,9,9,No,,9,Non a tutti piace il formaggio e molte persone sono intolleranti. Eviterei di suggerire più volte di dare 10 al questionario. L'ho trovato fuori luogo.
9,9,9,9,Non necessario,,9,Occorre far rispettare a byd le date di consegna.
10,10,10,10,Non necessario,,10,"Accoglienza fantastica personale competente e gentilissimo, quarta macchina acquisatata in Autotorino (***), 10/10 in tutti i dipartimenti"
9,9,9,9,,,9,Accessori controllare prima (Merce dannegiata) di avertire il cliente che la merce e´pronta e puo´essere montata. Sono di *** eé devo fare 2 viaggi di oltre 350 km.
10,10,10,10,Si,10.0,10,Commento *** una persona eccezionale fin da subito ci ha aiutato e supportato nell acquisto della nuova auto. Molto professionale anche *** per l aiuto e la disponibilità nel seguirci passo passo durante il nostro percorso.
10,10,10,10,Si,10.0,10,Trovo strano che un azienda come autotorino non abbia una copertura esterna per le macchine nuove. Mi sono trovato benissimo con il venditore *** veramente brava come persona e venditore.
10,10,10,10,Non necessario,,10,"Ho incontrato persone competenti, gentili e premurosi; capaci di risolvere qualsiasi richiesta o quesito in merito al veicolo. Ho apprezzato molto la tempistica di consegna e le modalità posta in essere nell'espletare le pratiche."
